city,iata
Reinsvoll,
Rygge,RYG
Svea,
Longyearbyen,LYR
Sandane,SDN
Sogndal,SOG
Svolvaer,SVJ
Ski,
Hadsel,SKN
Geiteryggen,SKE
Leirvik,SRP
Sorkjosen,SOJ
Vardo,VAW
Alstahaug,SSJ
Sunndalsora,
Tromso,TOS
Torp,TRF
,
Tynset,
Ulven,
Trondheim,TRD
Vadso,VDS
,
Stavanger,SVG
Bircza,
,
,
Bydgoszcz,
Białystok,QYY
Biala Podlaska,BXP
Borne Sulinowo,
Bydgoszcz,BZG
Lebork,
Darlowo,
Deblin,
Drawsko Pomorskie,
Giże,
Elbląg,
Gdańsk,GDN
Grudziądz,
,QLC
Giżycko,
Sulejowek,
Inowrocław,
Inowrocław,
Krosno,
Jastarnia,
Jelenia Góra,
Jelenia Góra,
Kielce,
,
Kętrzyn,
Kraków,KRK
,
,
Krakow,
Krosno,
Poznań,
Katowice,KTW
Czechowice-Dziedzice,QEO
,OSZ
Lublin,LUZ
,
,
Łódź,LCJ
Olsztynek,
,QLU
Leszno,
,
Leczyca,
Królewo Malborskie,
Mirosławiec,
Mikolajki,
,
Mińsk,
Warsaw,WMI
Sobotka,
Nowy Sącz,
Nowe Miasto nad Pilica,
Nowy Targ,QWS
,
Gdynia,QYD
Ostrów,
Opole,QPM
Pobiedziska,
Pinczow,
,
Poznań,
Płock,
Poznań,POZ
Pruszcz Gdański,
Piotrkow Trybunalski,
,
,
Rybnik,
Rzeszów,
Radom,
Częstochowa,CZW
Rzeszow,RZE
Goleniow,SZZ
Szczecin,
,
,
Słupsk,
Stalowa Wola,
Suwałki,ZWK
Swidnik,
Szymany,
Tomaszów Mazowiecki,
Toruń,
Warsaw,WAW
Swiebodzice,
Wloclawek,
Wrocław,WRO
Wrocław,
Watorowo,
Zamość,
Babimost,IEG
Zagan,
Zielona Góra,
Międzybrodzie Żywieckie,
Linkoping,
,
,RNB
Hassleholm,XWP
Hasslosa,
Moholm,
Kosta,
Rada,
Sandvik,
Uddevalla,
Alleberg,
Tidaholm,
Boras,
Falkenberg,
Gothenburg,GOT
Herrljunga,
Alingsas,
Jonkoping,JKG
Falkoping,
Lidkoping,LDK
Oresten,
Gotene,
Vargarda,
Gothenburg,GSE
Skovde,KVB
Stromstad,
Trollhattan,THN
Uddevalla,
Varberg,
Saffle,
Karlsborg,
Satenas,
Gimo,
,
Dala Jarna,
Gryttjom,
Eksharad,
,KSK
,MXX
Stockholm / Nykoping,NYO
Munkfors,
Tierp,
,
,
Bjorkvik,
Emmaboda,
Borglanda,
Eksjo,
Eslov,
Fagerhult,
Ljungby,
Hoganas,
Sovdeborg,
Kagerod,
Kristianstad,KID
Landskrona,
,OSK
Anderstorp,
,KLR
Malmo,MMX
Halmstad,HAD
Almhult,
,
Vaxjo,VXO
Smalandsstenar,
Olanda,
,
Solleftea,
Hede,
,EVG
Overkalix,
Farila,
Gallivare,GEV
Kubbe,
,
Kramfors / Solleftea,KRF
,LYC
,
Sundsvall/ Harnosand,SDL
Ornskoldsvik,OER
Pitea,
,KRN
,
Skelleftea,SFT
,
Umea,UME
,VHM
Arvidsjaur,AJR
Soderhamn,SOO
Ostersund,OSD
Orebro,ORB
,HFS
Karlstad,KSD
Storvik,
Stockholm / Vasteras,VST
Lulea,LLA
Vidsel,
Boden,
,
,
Stockholm,ARN
Stockholm,BMA
Eskilstuna,
,BLE
Stockholm,
,HLF
Ludvika,
Laxa,
Visingso,
Gavle / Sandviken,GVX
Linkoping,LPI
Lindfors,
Norrtalje,
Norrkoping,NRK
,TYF
Eskilstuna,EKT
Visby,VBY
Vastervik,VVK
Vasteras,
Vangso,
Angelholm,AGH
Fjallbacka,
Gronhogen,
Ljungbyhed,
Vellinge,
Amsele,
Arbra,
,SQO
Idre,IDB
Fallfors,
Gargnas,
Harnosand,
Mellansel,
Ange,
,
Ljusdal,
Mohed,
Graftavallen,
,PJA
Solleftea,
Asele,
,HMV
Alvsbyn,
Edsbyn,
Avesta,
Bunge,
Djuras,
Hallefors,
Katrineholm,
Malung,
Koping,
Siljansnas,
Trier,SPM
Ramstein,RMS
Bamberg,ZCD
,
,
Altenstadt,
,
,ZCN
,ZPQ
Fritzlar,FRZ
,
,
Niederstetten,
,
,
,
,
,ZNF
,
,
,
,
,NDZ
Ahlhorn,
Diepholz,
,GKE
,
,
Rostock,RLG
,QOE
,WBG
,
,FNB
,
,
,
Wiesbaden,WIE
,
,
,
Furstenfeldbruck,FEL
,
Manching,IGS
,
,
Gutersloh,GUT
,BGN
,
Adazi,
Cesis,
Daugavpils,DGP
Yelgava,
Vainode,
Lielvarde,
Jurmala,
Jekabpils,
Liepaja,LPX
Ikshkile,
Riga,RIX
Riga,
Riga,
Tukums,
Talsi,
Ventspils,VNT
Alytus,
Birzai,
Druskininkai,
Jubarkas,
Kaunas,KUN
Kedainiai,
Kaunas,
Klaipeda,KLJ
Kazlu Ruda,
Kaunas,
Kartena,
Valenciunai,
Tirksliai / Mazeikiai,
Sasnava,
Moletai,
Akmene,
Nida,
Palanga,PLQ
Panevezys / Istra,
Panevezys,
Panevezys,PNV
Pociunai,
Rudiskes,
Rokiskis,
Rojunai,
Jonava,
Siauliai,SQQ
Barysiai,HLJ
Seduva / Siauliai,
Silute,
Telsiai,
Utena,
Vilnius,VNO
Kyviskes,
Paluknys,
Zarasai,
Duette,
Polk City,
Fairfield,
Jennings,
La Belle,
Indiantown,
Tallahasse,
Havana,
Arcadia,
Perry,
Morriston,
Perry,
Miami,
Chiefland,
Naples,
Oklawaha,
New Port Richey,
Groveland,
Carrabelle,
Boynton Beach,
Minneola,
Ocala,
Reddick,
La Belle,
Placida,
Bonifay,
Lake Placid,
Alachua,
Alamana,
Arcadia,
Belle Glade,
Cedar Key,
Greenwood,
Ochopee,
Sarasota,
Ochopee,
Tavernier,
Zellwood,
Live Oak,
Chehalis,
Alexander Bay,ALJ
Adelaide,
Aberdeen,
Struisbaai,
Aggeneys,AGZ
Askham,
Alldays,ADY
Amsterdam,
Aliwal North,
,
Ashton,
Bapsfontein,
Brakpan,
Burgersdorp,
Bisho,BIY
Barkley East,
,
Belfast,
Bushman's Kloof,
Bloemfontain,BFN
Bethlehem,
Bothaville,
Santoy,
Umjindi (Barberton),
Brits,
Bethesda,
Bultfontein,UTE
Brandviei,
Beaufort West,
Virginia,
Bizana,
Monte Carlo,
Colesberg,
Arathusa,
Cradock,CDO
Ceres,
St Francis,
Cookhouse,
Citrusdal,
Christiana,
Carolina,
Carnarvon,
Cooperton,
Carltonville,
Cape Town,CPT
Calvinia,
Clanwilliam,
Cathcart,
Stilbaai,
De Aar,
Dwaalboom,
Dundee,
Delmas,
Dordrecht,
Durnacol,
Mubatuba,DUK
Delareyville,
Kokstad,
Durban,
Dendron,
Port Elizabeth,
Phinda,PZL
Dunnottar,
De Doorns,
,
Devon,
Koeberg,
De Aar,
Drakensberg Gardens,
Estcourt,
Edenburg,
Egnep,
East London,ELS
Empangeni,EMG
Ermelo,
Ellisras,ELL
Eshowe,
Elliot,
Ficksburg,FCB
Frankfort,
Flamingo Vlei,
Fisantekraal,
Fort Beaufort,
Fraseburg,
Fraaiuitzicht,
Kromdraai,
Umzimkulu,
Midrand,GCJ
George,GRJ
Emmaus,
Giyani,GIY
Gifvlei,
Groblersdal,
Johannesburg,QRA
,
Graaff-Reinet,
Giant'S Castle Game Reserve,
Grahamstown,
Gravelotte,
Magwa,
Greytown,
Virginia,
Hartebeespoort,
Howick,
Humansdorp,
Hendrina,
Henry'S Flats,
Heidelburg,
Hibberdene,
Halfweg,
Harding,
Haakdoornboom,
Hluhluwe,HLW
Heilbron,
Hoopstad,
Harrismith,HRS
Hoedspruit,HDS
Hoedspruit,
H.M.S.Bastard Memorial,
Hendrik Verwoerd dam,
Itala,
Idutywa,
Lerulaneng,
Nyoni,
Ingwavuma,
Indwe,
Jagersfontain,
Joubertina,
Jansenville,
Kagga Kamma Private Game Reserve,
Kosi Bay,
Klerksdorp,KXE
Keimouth,
Koffee Bay,
Komati Power Station,
Kenhardt,
Kobb Inn,
Kakamas,
Kriel,
Kimberley,KIM
Mpumalanga,MQP
Komga,
Komatipoort,KOF
Krugersdorp,
Kroonstad,
Boschkop,
Kuruman,KMH
Koffyfontein,
Kareedouw,
Kenton On Sea,
Kleinsee,KLZ
Johannesburg,HLA
Ladybrand,
Lime Acres,LMR
Londolozi,LDZ
Durban,DUR
Loeriesfontein,
Lohathla,
Lichtenburg,
Lusikisiki,LUJ
Lydenburg,
Louis Trichardt Southwest,
Louis Trichardt,LCD
Ardmore,
Steytlerville,
Somersveld,
Langebaanweg,SDB
Ladysmith,LAY
Matatiele,
Middelburg,
Cape Town,
Malamala,AAM
Malabar,
Margate,MGH
Musina,MEZ
Marble Hall,
Amerspoort,
Mafeking,
Mafeking,
Mafeking,MBD
Malelane,LLE
Mossel Bay,MZY
Matshakatini,
Maclear,
Silveroaks,
Molteno,
Mkuze,MZQ
Montrose,
Mbazwana,
Mammesbury,
Msauli,
Nongoma,
Newcastle,NCS
Ngala,NGL
New Hanover,
Witbank,
Nelspruit,NLP
Nieuwoudtville,
Modimolle,
Overberg,OVG
Odendaalsrus,
Olifantshoek,
Oudtshoorn,OUH
Orient,
Otthawa,
Hluhluwe,
Johannesburg,JNB
Ottosdal,
Orkney,
Port Alfred,AFD
Prince Albert,
Pofadder,
Port Elizabeth,PLZ
Piet Retief,
Plettenberg Bay,PBZ
Phalaborwa,PHW
Polokwane,
Port St Johns,JOH
Prieska,PRK
Pongola,
Pietermaritzburg,PZB
Pilanesberg,NTY
Mankolehlotlo,
Potgietersrus,PTG
Kruger National Park,
Potchefstroom,PCF
Postmasburg,
Paarl,
Petrusville,
Pietersrus,
Jeffreysbaal,
Parys,
Sunlands,
Pomfret,
Potgietersus,
Queenstown,UTW
Daveyton,
Richards Bay,RCB
Riversdale,
Rustenburg,
Reivilo,RVO
Richmond,
Rooiberg,
Robertson,ROD
Maasstroom,
Sani Pass,
Springbok,SBU
Secunda,ZEC
Saldanha-Vredenburg,
Belfast,GSS
Schweizer Reneke,
Stellenbosch,
Springs,
Saffier,
Pretoria,
Sutherland,
Siteka,
Senekal,
Standerton,
Sishen,SIS
Somerset East,
Sace,
Slurry,
Swellendam,
Hiltonia,
Skukuza,SZK
Tedderfield,
Hoedspruit,
Welverdiend,TDT
Beeshoek,
Thohoyandou,THY
Thabazimbi,
Tsitsikama,
Stutterheim,
Homeward,TCU
Bain's Vlei,
Qolora,
Standerton,
Tswalo Game Reserve,
Tzaneen,LTA
Underberg,
Ulco,
Ugie,
Uitenhage,
Ulundi,ULD
Upington,UTN
Utrecht,
Ulusaba,ULX
Mthatha,UTT
Vaalputs,
Vyrburg,VRU
Vrede,
Ventersdorp,
Verborgenfontein,
Durban,VIR
Von Abo's Villa,
Venetia Mine,
Vanderbijlpark,
Vredendal,VRE
Upington,
Volksrust,
Vereeniging,
Victoria West,
Vryheid,VYD
Warmbaths,
Pretoria,PRY
Worcester,
Wolmeransstad,
Witbank,
Pretoria,WKF
Williston,
Welkom,WEL
Winburg,
Willowmore,
Wepener,
Wavecrest,
Wesselsbron,
Doornbosch,
Cape Town,
Zastron,
Mazeppa Bay,
Star,
Zeerust,
Camp Okavango,
Francistown,FRW
Gumare,
Ghanzi,GNZ
,JWA
Kasane,BBK
,
Khwai River Lodge,KHW
Kanye,
Machaneng,
Molepolole,
Makalamabedi,
Maun,MUB
Nokaneng,
Nata,
Gaborone Notwane,
Okwa,
,ORP
Palapye,QPH
Rakops,
Gaborone,GBE
,SXN
,PKW
Serowe,
Savuti,
Shakawe,SWX
Tshane,
Tuli Lodge,TLD
,
Tshabong,TBY
Xaxaba,
,
La Louila,
Brazzaville,BZV
Djambala,DJM
Kindamba,KNJ
Lague,LCO
Mouyondzi,MUY
M'passa,
Sibiti,SIB
Loutete,
Aubeville,
Nkayi,NKY
Zanaga,ANJ
Mavinza,
N'Ziba,
Sidetra,
Loufoula,
Gokango,
Irogo,
Kele Kibangou,
Leboulou,
Mossendjo,MSX
N'gongo,
Mandoro,
Marala,
Nyanga,
Legala,
N'Zabi,
Boundji,BOE
Ewo,EWO
Gamboma,GMM
Impfondo,ION
Kelle,KEE
Makoua,MKJ
Owando,FTX
Souanke,SOE
Betou,BTB
,OUE
Makabana,KMK
Bangamba,
Dolisie,DIS
Leganda,
Kibangou,
Loubetsi,
N'komo,
Noumbi,
Pemo,
Pointe Noire,PNR
Loukanyi,
Monticello,
Orange Springs,
Crestview,
Ocala/Belleview,
Delray Beach,
Kenansville,
Citra,
Jupiter,
Branford,
La Belle,
Melrose,
Port St. Lucie,
Vero Beach,
Graceville,
Glen St Mary,
Ocala,
Fort Pierce,
Fort White,
Lakeland,
Ebro,
St Cloud,
West Palm Beach,
Okeechobee,
Gardner,
Live Oak,
Crescent City,
Jacksonville,
Lake Panasoffkee,
Mayo,
Summerland Key,
Dade City,
Havana,
Fort Pierce,
Punta Gorda,
Live Oak,
Jasper,
St. Marks,
Okeechobee,
Branford,
Lake Placid,
West Melbourne,
Wimauma,
Gainesville,
Jay,
Kissimmee,
Lake City,
Deland,
Fort Pierce,
Century,
De Leon Springs,
Geneva,
Holt,
Chipley,
Moore Haven,
Big Bend,
Big Bend,
Big Bend,
Lavumisa,
Kubuta B,
Mhlume,
Manzini,MTS
Ngonini,
Nhlangano,
Nsoko,
Simunye,
Siteki,
Tambankulu,
Tshaneni,
Big Bend,
Alindao,
Obo,
Carnot,CRF
Damara,
Mobaye Mbanga,
Bangui,BGF
Bangassou,BGU
Birao,IRO
Kembe,
Bossembele,BEM
Bambari,BBY
N'Dele,NDL
Bouar,BOP
Paoua,
Kaga-Bandoro,
Bria,BIV
Bossangoa,BSN
Berberati,BBT
Sibut,
Ouadda,ODA
Yalinga,AIG
Zemio,IMO
Bambouli,
Bocaranga,
Dekoa,
Mboki,MKI
Batangafo,BTG
Gamboula,
Grimari,
Melle,GDI
Bakouma,BMF
Ouanda Djalle,ODJ
Rafai,RFA
Bouca,BCF
Bozoum,BOZ
,BSG
Malabo,SSG
Ascension Island,ASI
Vingt Cinq,
Port Louis,MRU
Port Mathurin,RRG
Diego Garcia,NKW
Banyo,
Bafia,
Abong M'bang,
Nkongsamba,NKS
Betare Oya,
Kribi,KBI
Tiko,TKC
Douala,DLA
Eseka,
Mamfe,MMF
Bali,BLC
Kaele,KLE
Batouri,OUR
Yagoua,GXX
Maroua,MVR
Foumban,FOM
N'Gaoundere,NGE
Bertoua,BTA
Garoua,GOU
Dschang,DSC
Tibati,
Bafoussam,BFX
Bamenda,BPC
Ebolowa,EBW
Yaounde,YAO
Yaounde,NSI
Zolfo Springs,
Avon Park,
Branford,
Lake Butler,
Lake City,
Jay,
Live Oak,
Live Oak,
Live Oak,
Mc Alpin,
Macclenny,
Miccosukee,
Middleburg,
Chipley,
Clarksville,
Auburndale,
Niceville,
O'Brien,
Ocala,
Fort Pierce,
Lake City,
Raiford,
Fort Pierce,
Miami,
Trenton,
Valparaiso,
Lutz,
St. Augustine,
Fort Pierce,
Moore Haven,
South Bay,
Lakeland,
Saint Augustine,
Eustis,
Worthington Springs,
Lake City,
Tallahassee,
Worthington,
Fort Pierce,
Apopka,
Belleview,
Fort Myers,
Green Cove Springs,
Ocala,
Deland,
Ocala,
Hollywood,
Archer,
Fort Pierce,
Palmdale,
Vero Beach,
Fort Drum,
Ocala,
Miles City,
Brandon,
Lowell,
Crestview,
Interlachen,
Fernandina Beach,
Fort Myers,
La Belle,
Vero Beach,
Fort Myers,
Sunniland,
Winter Beach,
Jay,
Zellwood,
Fruitland Park,
Katete,
Mbala,MMQ
Chocha,
Choma,
Chipata,CIP
Chinsali,
Bwambwa,
Mofu,
Luano,
Mululowera,
Chidulka,
Chiwanangala,
Kanshela,
Kapu,
Isoka,
Lower Zambezi National Park,JEK
Kawambwa,
Kasompe,ZKP
Kalengwa,
Kanja,
Lusaka,LUN
Kalabo,KLB
Kaoma,KMZ
Kasama,KAA
Kanyau,
Kabwe,
Kasaba Bay,ZKB
Nansolo,
Luanshya,
Lusaka,
Lundazi,
Luwingu,
Livingstone,LVI
Lukulu,LXU
Kalomo,
Lusaka,
Mansa,MNS
Maamba,
Mfuwe,MFU
Mongu,MNR
Mkushi,
Mufulira,
Monze,
Mpika,
Mulobezi,
Mwinilunga,
Mazabuka,
Ngoma,ZGM
Ndola,NLA
Namwala,
Nyimba,
Kasempa,
Petauke,
Mporokoso,
Kabompo,
Rosa,
Rufansa,
Serenje,
Shiwa n'gandu,
Sakeji,
Senanga,SXG
Kitwe,KIW
Sesheke,SJQ
Solwesi,SLI
Chinka,
Metamba,
Nyoka,
West Four,
Lipanda,
Kauni,
Chanika,
Waka Waka,
Samfya,
Zambezi,BBZ
,
Moroni,HAH
,NWA
Moroni,YVA
Ouani,AJN
Dzaoudzi,DZA
St Denis,RUN
St Pierre,ZSE
Moramanga,
Betainomby,
,
Malaimbandy,WML
Antsirabe,ATJ
Antsalova,WAQ
Mahanoro,VVB
Antananarivo,TNR
Ambohijanahary,
Ankavandra,JVA
Belo sur Tsiribihina,BMD
,ZVA
Maintirano,MXT
Amparafaravola,
Ilaka,ILK
Morafenobe,TVA
,SMS
,TMM
Tambohorano,WTA
,MOQ
Tsiroanomandidy,WTS
Vatomandry,VAT
Ambatondrazaka,WAM
,DIE
Mananara Nord,WMR
,ZWA
,AMB
Befandriana,WBD
Port Berge,WPB
,ANM
Ambanja,IVA
,HVA
,MJN
Nosy Be,NOS
Soalala,DWB
Mampikony,WMP
,BPY
,WMN
,SVB
Tsaratanana,TTS
,VOH
Antsohihy,WAI
Mandritsara,WMA
,
Ambalavao,
Beroroha,WBO
Mandabe,WMD
Tolanaro,FTU
Betroka,
,WFI
,RVA
Ihosy,IHO
Manja,MJA
,WVK
Bekily,OVA
,MNJ
Tanandava,TDV
,MXM
,TLE
Vangaindrano,VND
Betioky,BKU
Ampanihy,AMP
Ankazoabo,WAK
Cahama,
Matala,
Cabo Ledo,
Ambriz,AZZ
Mbanza Congo,SSY
Benguela,BUG
Cabinda,CAB
Camembe,
Cacolo,
Cafunfo,CFF
Chitato,PGI
Camabatela,
Catumbela,CBT
Cuito Cuanavale,CTI
Camaxilo,CXM
Cazombo,CAV
Damba,
Chitato,DUE
Ngiva,VPE
Huambo,NOV
Kuito,SVP
Lobito,
Lucapa,
Luanda,LAD
Luzamba,
Malanje,MEG
Menongue,SPP
Namibe,MSZ
Maquela do Zombo,
Negage,GXG
Port Amboim,PBN
Sanza Pombo,
Saurimo,VHC
Soyo,SZA
Sumbe,NDD
Toto,
Luau,UAL
Lubango,SDD
Luena,LUO
Uige,UGO
Waco Kungo,CEO
Xangongo,XGN
N'zeto,ARZ
Nzagi,
Booue,BGB
Ndende,KDN
Fougamou,FOU
M'Bigou,MBC
Moabi,MGX
N'Djole,KDJ
Koulamoutou,KOU
Mouila,MJL
Oyem,OYE
Okondja,OKN
Lambarene,LBQ
Minvoul,MVX
Bitam,BMM
Cocobeach,
Moanda,MFF
Mekambo,MKB
Port Gentil,POG
Omboue,OMB
Makokou,MKU
Libreville,LBV
Mitzic,MZC
Franceville,MVB
Lastourville,LTL
Sette Cama,ZKM
Tchibanga,TCH
Mayumba,MYB
,PCP
Sao Tome,TMS
Vila Franca do Save,
Angoche,ANO
Bilene,
Beira,BEW
Cuamba,FXO
Chimoio,VPY
Furancungo,
Inhaca,IHC
Inhambabe,INH
Lichinga,VXC
Lumbo,LFB
Maputo,MPM
Mueda,MUD
Mocimboa da Praia,MZB
Marrupa,
Nacala,MNC
Nampula,APL
Pemba / Porto Amelia,POL
Ponta do Ouro,
Quelimane,UEL
Songo,
Tete,TET
Ulongwe,
Vilanculo,VNX
Xai-Xai,VJB
Alphonse Island,
Assumption Island,
Darros Island,
Desroches Island,DES
Farquhar Group,
Mahe Island,SEZ
Marie-Louise Island,
Platte Island,
Praslin Island,PRI
Bird Island,BDI
Coetivy Island,
Denis Island,DEI
Fregate Island,FRK
Remire Island,
Sarh,SRH
Bongor,OGR
,AEH
,MQQ
Biltine,
Fada,
Goz-Beida,
Lai,LTC
Ati,ATV
N'Djamena,NDJ
Bokoro,BKR
Bol,OTC
Mongo,MVO
Am Timan,AMC
Pala,PLF
Zouar,
Bousso,OUT
Mao,AMO
,FYT
Bardai Zougra,
,
,
Aberdeen,
Braebourne,
,
Binga,
Mabalauta,
Bumi,
Bosbury,
Bulawayo,BUQ
C.C. Strip,
Chirundu,
Celina,
Chipinge,CHJ
Cam+Motor,
,
Harare,
Chizarira,
Chivu,
Chiredzi,BFO
Dawsons,
Deka,
Dudley,
Eduan,
Victoria Falls,VFA
Fothergill,
Filabusi,
Gwanda,
,
,
Gaths Mine,
Gweru,
Harare,HRE
Home Park,
Chiredzi,
Induna,
Itafa,
Kariba,KAB
Kwekwe,
Mkwasine,
Kezi,
Langford,
Longuiel,
Lusulu,
Marondera,
Mashumbi,
,
Mabikwa,
Mkonono,
Mana Pools,
Middle Sabi,
Mutoko,
,UTA
Masvingo,MVZ
Murewa,
Nyanyadzi,
,
Plumtree,
Ratelshoek,
Renroc,
Rutenga,
Rusape,
,
Sanyati Estate,
,
Sun Yet Sen,
Spray View,
Sengwa Gorge,
Siyalima,
Tashinga,
Tinfields,
Tengwe,
Tonje,
Gweru,GWE
Tsholothso,
Tuli,
Wedza,
Hwange,HWN
Hwange,WKI
Inyati,
Zisco,
Zaka,
Bangula,
Chilumba,
,CEH
Blantyre,BLZ
Club Makokola,CMK
Ntchisi,
Chitipa,
Dwangwa,DWA
Dedza,
Karonga,KGJ
Katumbi,
Kasungu,KBQ
Lilongwe,LLW
Nkhota Kota,
Lilongwe,
Likoma Island,LIX
Lifupa,
Mchinji,
Mangochi,MAI
Monkey Bay,MYZ
Mzimba,
Ngabu,
Nsanje,
Salima,LMB
,
Mtakatata,
Mzuzu,ZZU
Zomba,
Bobete,
Katse,
Kolberg,
Lebakeng,LEF
Leribe,LRB
Lesobeng,LES
Letseng,
Matsaile,
Mafeteng,MFC
Mohale's Hoek,
Mokhotlong,MKH
Malefiloane,
Maseru,MSU
Mantsonyane,
Mohlanapeng,
Mashai Store,
Matabeng Store,
Maseru,
Matabeng Village,
Nohanas,
Nkaus,NKU
Pelaneng,PEL
Quthing,UTG
Qacha's Nek,UNE
Sehlabathebe,
Sehonghong,SHK
Sekakes,SKQ
Semonkong,SOK
Seshutes,SHZ
St. Theresa,
Thaba-Tseka,THB
Tebellong,
Tlokoeng,TKO
Aroab,
Aminuis,
Arandis,ADI
Aus,
Ariamsvley,
Bethanien,
Bitterwasser,
Epukiro,
Eenhana,
Gobabis,GOG
Gochas,
Grootfontein,GFY
,
Omaruru,
,
Helmeringhausen,
Hobas,
,
Karibib,
Kalkfeld,
,
Kamanjab,
Mpacha,MPA
Keetmanshoop,KMP
Muneambuanas,
Luderitz,LUD
Meob Bay,
,
Maltahoehe,
Mariental,
Mokuti Lodge,OKU
Namutoni,NNI
Ondangwa,OND
Omega,OMG
Oranjemund,OMD
Outjo,
Omaruru,
Okahandja,
Okaukuejo,OKF
Operet,
Otjiwarongo,
,
Ruacana,
Rosh Pinah,
,
Rundu,NDU
Rosh Pinah,
,
Swakopmund,SWP
Osona,
Solitaire,
Stampriet,
,
,
Tsumkwe,
Tsumeb,TSB
Uis Mine,
Walvis Bay,WVB
,
Windhoek,ERS
Windhoek,WDH
Witvlei,
,
Kinshasa,FIH
,NLO
Celo Zongo,
Kimpoko,
Nsangi,
,MNB
Tshela,
,
Boma,BOA
Luozi,LZI
Matadi,MAT
Inga,
Lukala,
Nkolo Fuma,NKL
Inkisi,
Konde,
Kwilu-Ngongo,
Luheki,
Mvula Sanda,
Inongo,INO
Bongimba,
Bikoro,
Oshwe,
Beno,
Bonkita,
Kempa,
Isongo,
Nioki,NIO
Mushie,
Boshwe,
Djokele,
Malebo,
,FDU
Bolongonkele,
Bindja,
Semendua,
Kiri,KRZ
Ipeke,
Kempile,
Basengele,
,KKW
Idiofa,IDF
Vanga,
Lusanga,LUS
Kahemba,
Banga,
Kajiji,
Banza Lute,
Mangai Ii,
Boko,
Popokabaka,
Busala,
Kenge,
Fatundu,
Ito,
Masi Manimba,MSM
Kikongo Sur Wamba,
Kimafu,
Yuki,
Malanga,
Kimbau,
Wamba Luadi,
Tono,
Nzamba,
Nyanga,
Ngi,
Mutena,
Kipata Katika,
Kolokoso,
Masamuna,
Mongo Wa Kenda,
Moanza,
Mukedi,
Mazelele,
Bokela,
Yasa Bongo,
Matari,
Kimpangu,
Missayi,
Mbandaka,MDK
Monieka,
Ingende,
Yembe Moke,
Basankusu,BSU
Beongo,
Mentole,
Kodoro,
Ngumu,
Libenge,LIE
Imesse,
Engengele,
,BDT
Abumumbazi,
Bau,
Bokada,
Mokaria-Yamoleka,
Goyongo,
Gemena,GMA
Kala,
Lombo,
,KLI
Mpaka,
Mombongo,
Karawa,
Tandala,
Bumbar,BMB
Gbado,
Gwaka,
,LIQ
Bosondjo,
Bolila,
Binga,
Bokungu,
Mondombe,
Wema,
Yalingimba,
Boende,BNB
Boteka,
Ikela,IKL
Monkoto,
Yemo,
,
Kisangani,FKI
KM 95 CFL,
Katende,
Yangambi,YAN
Lokutu,
Doko,
Dungu-Uye,
Doruma,
Aba,
,IRP
Watsa,
Faradje,
Luniemu,
Kere Kere,
,BUX
Bambili-Dingila,
Mahagi,
Kilomines,
Yedi,
,BZU
Aketi,
Ango,
,BKY
Butembo,RUE
Mulungu,
Nzovu,
Bulongo Kigogo,
Kimano Ii,
Shabunda,
Goma,GOM
Katale,
Rutshuru,
Lubero,
Ishasha,
Katanda Rusthuru,
Beni,BNC
Obaye,
Rwindi,
Kindu,KND
Tingi-Tingi,
Kalima,
Kalima,KLY
Kampene,
Kiapupe,
Lulingu Tshionka,
Moga,
Obokote,
Kasongo,
Kailo,
Punia,PUN
Punia-Basenge,
Saulia,
Kasese,
Phibraki,
Kamituga,
Lugushwa,
Lubumbashi,FBM
Pweto,PWO
Mulungwishi,
Fungurume,
Kasenga,KEC
Katwe,
Kamatanda,
Mwadingusha,
,KWZ
Mutshatsha,
Kisenge,
Lubudi,
Mitwaba,
Manono,MNO
Moba,BDV
Mukoy,
Kabombo,
Bukena,
,FMI
Sominka,
Pepa,
Kansimba,
Lusinga,
Kabalo,KBO
Nyunzu,
Luvua,
Kongolo,KOO
,KMN
Kamina,
Songa,
Sandoa,
Kanene,
Dilolo,
Kasaji,
Kapanga,KAP
Kaniama,KNM
Luena,
Kaniama,
Kananga,KGA
Lubondaie,
Kasonga,
Luiza,LZA
Moma,
Mboi,
Muambi,
Tshikapa,TSH
Bulape,
Mutoto,
Luebo,
Musese,
Diboko,
Tshibala,
Tshikaji,
Katubwe,
Lutshatsha,
Kalonda,
Lodja,LJA
Kole Sur Lukenie,
Dingele,
Lomela,
Kutusongo,
Katako'kombe,
Shongamba,
Lusambo,LBO
Tshumbe,
Lukombe-Batwa,
Wasolo,
Mweka,MEW
Wembo-Nyama,
Beni-Dibele,
Dikungu,
Basongo,BAN
Ilebo,PFR
Dekese,
Idumbe,
Mbuji Mayi,MJM
Bibanga,
Gandajika,GDJ
Mwene-Ditu,
Kipushi,
Kashia,
Munkamba,
Kisengwa,
Lubao,
Kabinda,KBN
Monroe,
Jackson,
Jackson,
Ringgold,
Locust Grove,
Monticello,
Statesboro,
Talbotton,
Clermont,
Zebulon,
Albany,
Albany,
Albany,
Bostwick,
Bostwick,
Byromville,
Clayton,
Claxton,
,
Cumberland Island,
Darien,
Arlington,
Summerville,
Fargo,
Cumming,
Hollonville,
Matthews,
Palmetto,
Reidsville,
Savannah,
Marble Hill,
Savannah,
Swainsboro,
Sylvester,
Guyton,
Lagrange,
Townsend,
Waycross,
